mandelbrot ; 0.018508911132812500, 0.014968872070312500, 0.000518798828125000,  ,  0.607 
mandelbrot ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.604 
reverse-complement ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.866 
reverse-complement ; 0.021804809570312500, 0.015335083007812500, 0.002593994140625000,  ,  0.686 
reverse-complement ; 0.019149780273437500, 0.015319824218750000, 0.000564575195312500,  ,  0.71 
reverse-complement ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.63 
reverse-complement ; 0.019882202148437500, 0.016159057617187500, 0.000549316406250000,  ,  0.74 
reverse-complement ; 0.018875122070312500, 0.015243530273437500, 0.000534057617187500,  ,  0.768 
reverse-complement ; 0.018173217773437500, 0.014617919921875000, 0.000534057617187500,  ,  0.727 
reverse-complement ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.706 
reverse-complement ; 0.018646240234375000, 0.015045166015625000, 0.000549316406250000,  ,  0.652 
reverse-complement ; 0.018310546875000000, 0.014785766601562500, 0.000534057617187500,  ,  0.64 
fannkuch-redux ; 0.017898559570312500, 0.014068603515625000, 0.000549316406250000,  ,  0.827 
fannkuch-redux ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.706 
fannkuch-redux ; 0.017333984375000000, 0.013763427734375000, 0.000534057617187500,  ,  0.686 
fannkuch-redux ; 0.017501831054687500, 0.013885498046875000, 0.000549316406250000,  ,  0.684 
fannkuch-redux ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.703 
fannkuch-redux ; 0.021591186523437500, 0.017333984375000000, 0.000717163085937500,  ,  0.957 
fannkuch-redux ; 0.024887084960937500, 0.015731811523437500, 0.004302978515625000,  ,  0.812 
fannkuch-redux ; 0.019943237304687500, 0.016113281250000000, 0.000534057617187500,  ,  0.779 
fannkuch-redux ; 0.018829345703125000, 0.015167236328125000, 0.000549316406250000,  ,  0.648 
fannkuch-redux ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.651 
fasta ; 0.018783569335937500, 0.014938354492187500, 0.000549316406250000,  ,  0.797 
fasta ; 0.018020629882812500, 0.014450073242187500, 0.000534057617187500,  ,  0.717 
fasta ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.759 
fasta ; 0.018066406250000000, 0.014526367187500000, 0.000518798828125000,  ,  0.702 
fasta ; 0.018280029296875000, 0.014724731445312500, 0.000534057617187500,  ,  0.702 
fasta ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.648 
fasta ; 0.019363403320312500, 0.015655517578125000, 0.000564575195312500,  ,  0.645 
